Vancouver,Max of Vancouver,,Vancouver
0,280.35,,0
0,279.96,,0
20,279.715,,20
40,279.47,,40
30,279.41,,30
50,279.21,,50
40,279.33,,40
40,279.87,,40
70,280.53,,70
70,281.08,,70
60,280.96,,60
80,281.1,,80
70,280.96,,70
70,281.07,,70
80,280.63,,80
70,280.63,,70
60,280.78,,60
70,280.21,,70
70,279.98,,70
70,279.98,,70
65,280.175,,65
60,280.37,,60
70,280.43,,70
70,280.38,,70
70,280.65,,70
70,280.43,,70
70,280.17,,70
60,280.49,,60
60,281.12,,60
80,281.22,,80
157,282,,157
0,282.3,,0
290,283.74,,290
340,284.12,,340
0,282.96,,0
0,282.53,,0
0,281.88,,0
0,280.86,,0
60,280.45,,60
360,279.99,,360
50,279.81,,50
40,280.11,,40
30,279.95,,30
340,279.31,,340
0,279.31,,0
0,279.24,,0
0,278.92,,0
0,278.69,,0
310,278.39,,310
10,278.17,,10
0,278.48,,0
0,277.79,,0
0,278.02,,0
0,277.43,,0
210,277.41,,210
0,277.89,,0
110,279.09,,110
0,279.46,,0
100,279.31,,100
50,279.07,,50
60,278.95,,60
20,278.96,,20
0,278.8,,0
130,278.82,,130
30,278.77,,30
20,279.07,,20
40,279.01,,40
30,278.87,,30
40,278.95,,40
60,278.7,,60
80,278.7,,80
0,278.58,,0
40,278.51,,40
130,278.51,,130
150,278.58,,150
126,277.911,,126
70,278.64,,70
80,278.31,,80
270,278.65,,270
0,278.34,,0
0,278.34,,0
0,278.48,,0
290,278.76,,290
0,278.93,,0
0,278.8,,0
0,278.65,,0
0,278.23,,0
0,277.42,,0
30,277.09,,30
20,276.93,,20
30,276.55,,30
60,276.64,,60
40,276.41,,40
60,277.62,,60
70,277.87,,70
50,277.91,,50
40,278.02,,40
50,278.17,,50
40,277.91,,40
30,277.58,,30
30,277.31,,30
40,277.5,,40
20,277.52,,20
350,277.52,,350
300,278.04,,300
300,277.9,,300
270,277.2,,270
270,277.89,,270
290,278.66,,290
290,278.71,,290
283,279.71,,283
277,280.71,,277
277,280.71,,277
277,280.71,,277
277,280.71,,277
277,280.71,,277
266,279.395,,266
255,278.08,,255
255,278.08,,255
255,278.08,,255
255,278.08,,255
255,278.08,,255
255,278.08,,255
320,277.78,,320
320,277.78,,320
320,277.78,,320
320,277.78,,320
320,277.78,,320
320,277.78,,320
34,278.19,,34
34,278.19,,34
0,277.06,,0
0,277.09,,0
0,276.65,,0
100,276.11,,100
0,275.92,,0
0,275.46,,0
0,275.92,,0
0,275.49,,0
0,275.29,,0
0,275.55,,0
0,275.3,,0
0,275.35,,0
0,275.24,,0
0,275.24,,0
0,275.67,,0
70,275.8,,70
0,275.62,,0
0,275.58,,0
0,275.18,,0
0,274.9,,0
0,275,,0
0,275.65,,0
0,275.55,,0
0,275.88,,0
0,276.07,,0
0,276.18,,0
0,276.21,,0
0,276.3,,0
0,276.4,,0
0,276.46,,0
270,276.43,,270
210,276.73,,210
0,276.82,,0
0,276.75,,0
0,276.98,,0
0,276.83,,0
0,276.89,,0
0,276.68,,0
0,276.79,,0
60,276.87,,60
80,277.01,,80
90,276.95,,90
0,276.86,,0
0,276.77,,0
0,276.77,,0
0,276.96,,0
0,277.32,,0
0,277.32,,0
0,277.54,,0
0,277.46,,0
0,277.62,,0
0,277.44,,0
0,277.36,,0
0,277.36,,0
70,277.38,,70
80,277.48,,80
80,277.73,,80
80,277.9,,80
70,278.1,,70
90,278.31,,90
80,278.52,,80
70,278.69,,70
50,278.82,,50
70,278.57,,70
70,278.63,,70
70,278.36,,70
80,277.92,,80
60,277.92,,60
130,278.44,,130
120,278.905,,120
110,279.37,,110
110,279.37,,110
22,277.95,,22
22,277.79,,22
22,277.67,,22
22,277.35,,22
22,277.35,,22
80,277.48,,80
0,277.47,,0
0,277.57,,0
0,277.57,,0
10,277.57,,10
0,277.57,,0
0,277.57,,0
0,277.57,,0
10,277.47,,10
0,277.57,,0
0,277.37,,0
0,277.37,,0
20,277.13,,20
0,276.96,,0
0,276.62,,0
20,276.98,,20
0,277.21,,0
190,277.83,,190
0,278.35,,0
0,278.8,,0
80,279.25,,80
0,278.71,,0
300,278.9,,300
310,278.68,,310
0,277.86,,0
360,278,,360
10,277.65,,10
10,277.42,,10
20,277.59,,20
360,277.7,,360
0,277.89,,0
0,277.84,,0
0,277.59,,0
0,277.62,,0
0,277.63,,0
0,277.82,,0
30,277.7,,30
30,277.43,,30
90,277.32,,90
100,277.64,,100
90,277.64,,90
80,277.96,,80
70,278.12,,70
70,278.26,,70
50,277.98,,50
70,277.78,,70
80,277.14,,80
70,276.94,,70
80,276.9,,80
70,276.59,,70
70,276.42,,70
70,276.03,,70
70,276.03,,70
80,275.93,,80
0,275.63,,0
0,275.63,,0
0,275.88,,0
0,275.88,,0
0,275.94,,0
280,276.1,,280
0,276.1,,0
20,276.1,,20
0,275.86,,0
0,276.54,,0
0,276.92,,0
0,277.36,,0
0,277.66,,0
0,278.07,,0
220,278.22,,220
0,277.41,,0
0,277.18,,0
0,276.95,,0
0,276.64,,0
0,276.69,,0
60,276.41,,60
80,276.58,,80
50,276.77,,50
80,276.64,,80
80,276.64,,80
80,276.59,,80
70,276.59,,70
70,276.64,,70
70,276.33,,70
70,276.34,,70
70,276.39,,70
80,275.69,,80
70,275.31,,70
80,275.06,,80
70,274.71,,70
80,275.23,,80
70,275.46,,70
70,275.56,,70
70,275.67,,70
70,275.68,,70
70,275.81,,70
70,276.13,,70
80,276.2,,80
80,276.43,,80
60,276.45,,60
70,276.54,,70
0,276.9,,0
0,276.59,,0
320,276.66,,320
20,276.13,,20
350,276.38,,350
20,276.31,,20
20,276.17,,20
40,275.92,,40
30,275.66,,30
70,275.68,,70
70,275.75,,70
70,276.27,,70
80,276.97,,80
60,277.4,,60
90,277.41,,90
90,277.65,,90
80,277.41,,80
80,277.12,,80
80,276.54,,80
80,276.15,,80
80,275.79,,80
90,275.66,,90
120,275.72,,120
80,276.05,,80
0,275.93,,0
70,275.62,,70
70,276.01,,70
80,275.97,,80
70,276.07,,70
50,276.02,,50
0,275.96,,0
0,276.04,,0
0,275.87,,0
280,275.79,,280
300,276.85,,300
300,276.85,,300
290,277.68,,290
310,277.95,,310
300,277.52,,300
310,276.91,,310
300,276.51,,300
320,277.01,,320
320,276.74,,320
320,276.33,,320
310,275.84,,310
330,275.48,,330
350,275.37,,350
10,275.43,,10
0,275.73,,0
0,275.18,,0
70,275.2,,70
0,273.99,,0
80,274.13,,80
70,274.42,,70
100,274.54,,100
70,274.6,,70
80,274.45,,80
60,273.91,,60
90,274.5,,90
60,274.57,,60
100,274.5,,100
0,275,,0
100,276.08,,100
90,276.15,,90
100,276.05,,100
90,276.58,,90
0,275.54,,0
0,274.72,,0
0,274.47,,0
20,274.48,,20
70,274.9,,70
80,275.2,,80
80,275.7,,80
80,275.31,,80
80,275.81,,80
70,275.71,,70
80,275.41,,80
80,274.99,,80
80,274.48,,80
70,274.14,,70
70,274.16,,70
80,274,,80
80,273.94,,80
70,274.4,,70
70,274.58,,70
90,274.34,,90
96,275.2615,,96
80,275.19,,80
70,275.77,,70
60,276.4,,60
60,276.75,,60
70,277.01,,70
80,277.06,,80
80,277.48,,80
70,277.48,,70
70,277.61,,70
70,277.67,,70
70,277.95,,70
70,277.29,,70
80,276.65,,80
70,276.42,,70
80,276.17,,80
80,276.02,,80
70,276.08,,70
70,276.39,,70
70,276.1,,70
50,276.43,,50
50,276.83,,50
45,276.93,,45
40,277.03,,40
160,277.03,,160
40,277.07,,40
20,277.15,,20
110,277.75,,110
90,277.67,,90
70,277.71,,70
30,277.45,,30
70,277.34,,70
70,276.65,,70
70,276.69,,70
80,276.33,,80
70,276.12,,70
70,276.5,,70
60,275.84,,60
70,275.46,,70
70,274.92,,70
90,274.94,,90
90,274.85,,90
90,274.73,,90
90,274.58,,90
110,274.96,,110
0,275.27,,0
90,275.64,,90
90,276.22,,90
80,275.97,,80
100,275.02,,100
90,274.93,,90
90,275.51,,90
70,276.02,,70
90,276.11,,90
110,276.01,,110
80,275.3,,80
80,275.38,,80
110,275.08,,110
180,275.08,,180
210,274.91,,210
170,275.11,,170
105,275.22,,105
40,275.33,,40
40,275.78,,40
90,276,,90
100,276.03,,100
0,275.7,,0
0,275.72,,0
210,275.97,,210
270,276.71,,270
330,276.88,,330
160,276.68,,160
100,276.13,,100
90,276.25,,90
90,276.87,,90
90,277.12,,90
90,277.76,,90
100,278,,100
100,278.06,,100
120,278.33,,120
140,278.56,,140
150,278.69,,150
140,278.8,,140
130,278.88,,130
130,278.75,,130
120,278.97,,120
120,278.48,,120
100,278.21,,100
90,278.34,,90
100,278.22,,100
100,277.56,,100
100,277.32,,100
90,277.45,,90
100,277.64,,100
90,277.76,,90
100,278.06,,100
50,278.21,,50
120,278.61,,120
130,278.22,,130
50,278.27,,50
20,277.79,,20
10,277.57,,10
30,277.4,,30
50,277.35,,50
90,276.98,,90
100,277.07,,100
140,277.1,,140
300,276.9,,300
330,277.05,,330
340,276.86,,340
10,276.43,,10
290,276.62,,290
330,276.87,,330
290,276.73,,290
0,276.69,,0
320,276.69,,320
360,276.79,,360
0,276.66,,0
100,276.59,,100
90,276.87,,90
100,277.43,,100
90,277.81,,90
100,277.64,,100
90,277.28,,90
100,276.89,,100
90,276.77,,90
90,276.63,,90
90,276.55,,90
100,276.45,,100
110,276.17,,110
100,276.13,,100
90,276.2,,90
110,276.13,,110
90,275.94,,90
110,275.7,,110
100,275.29,,100
100,276.21,,100
100,275.55,,100
80,275.71,,80
90,275.87,,90
110,275.88,,110
120,276.1,,120
120,276.38,,120
110,277.02,,110
110,276.86,,110
100,275.86,,100
100,275.11,,100
120,274.86,,120
100,275.77,,100
80,275.92,,80
90,276.02,,90
100,275.92,,100
100,276.3,,100
90,276.4,,90
110,276.8,,110
100,276.53,,100
100,276.4,,100
80,276.37,,80
90,276.44,,90
90,276.57,,90
100,276.63,,100
110,276.63,,110
120,276.37,,120
90,276.52,,90
157,276.44,,157
110,276.89,,110
90,277.04,,90
100,277.35,,100
90,277.58,,90
70,277.75,,70
70,277.57,,70
70,277.64,,70
30,277.47,,30
360,277.52,,360
10,277.29,,10
110,277.13,,110
250,277.13,,250
320,276.94,,320
150,276.87,,150
190,276.75,,190
0,276.75,,0
340,276.55,,340
340,276.55,,340
320,277.51,,320
350,277.13,,350
0,277.03,,0
70,277.03,,70
157,276.75,,157
100,276.47,,100
120,276.47,,120
115,276.68,,115
110,276.89,,110
120,276.88,,120
80,277.3,,80
120,277.41,,120
120,277.38,,120
100,277.12,,100
90,276.99,,90
90,276.92,,90
90,276.69,,90
100,276.8,,100
80,277.23,,80
80,277.17,,80
90,277.19,,90
80,277.17,,80
70,276.97,,70
70,276.75,,70
80,276.55,,80
80,276.81,,80
80,276.72,,80
70,276.96,,70
80,276.71,,80
90,276.51,,90
80,277.04,,80
90,277.48,,90
120,277.83,,120
110,277.73,,110
120,278.49,,120
110,278.05,,110
90,278.54,,90
340,277.97,,340
20,277.49,,20
360,277.23,,360
0,277.57,,0
40,277.28,,40
100,277.22,,100
0,277.24,,0
100,277.1,,100
0,277.1,,0
0,277.35,,0
120,277.18,,120
120,276.93,,120
120,276.82,,120
90,273.6425,,90
110,276.87,,110
100,276.91,,100
90,276.33,,90
80,276.39,,80
90,276.73,,90
100,276.85,,100
110,277.34,,110
110,277.54,,110
120,277.46,,120
140,277.27,,140
0,276.89,,0
290,277.21,,290
0,277.21,,0
330,276.93,,330
290,276.65,,290
20,275.41,,20
36,275.805,,36
53,276.2,,53
53,276.2,,53
70,275.05,,70
100,274.71,,100
360,274.25,,360
0,274.49,,0
40,274.27,,40
0,274.2,,0
80,273.73,,80
100,273.51,,100
120,273.57,,120
110,274.3,,110
110,275.04,,110
90,275.46,,90
140,276.55,,140
160,276.49,,160
160,276.66,,160
180,275.04,,180
130,274.26,,130
0,274.14,,0
0,274.42,,0
120,273.6,,120
90,274.16,,90
100,273.62,,100
120,274.12,,120
100,274.12,,100
110,273.96,,110
100,273.65,,100
110,273.59,,110
90,273.52,,90
80,273.77,,80
80,273.89,,80
310,273.56,,310
0,273.68,,0
0,274.15,,0
350,274.51,,350
0,274.68,,0
170,275.16,,170
170,275.59,,170
180,276.06,,180
240,275.92,,240
240,275.14,,240
310,274.67,,310
350,274.27,,350
310,274.51,,310
320,273.98,,320
320,274.08,,320
10,273.86,,10
110,272.99,,110
110,272.75,,110
100,273.07,,100
80,272.92,,80
90,273.97,,90
90,273.15,,90
10,273.03,,10
80,272.86,,80
0,272.68,,0
0,272.75,,0
0,272.62,,0
0,273.25,,0
110,273.39,,110
0,273.7,,0
0,274.5,,0
0,274.55,,0
0,274.23,,0
280,273.81,,280
0,273.5,,0
0,273.39,,0
110,273.05,,110
100,273.21,,100
0,272.41,,0
28,273.985,,28
57,275.56,,57
57,275.56,,57
57,275.56,,57
57,275.56,,57
57,275.56,,57
57,275.56,,57
59,275.25,,59
72,272.16,,72
140,271.88,,140
110,271.95,,110
100,272.91,,100
110,273.98,,110
110,275.05,,110
0,276.23,,0
310,277.11,,310
230,277.28,,230
290,277.43,,290
250,275.94,,250
270,275.26,,270
110,274.16,,110
20,274.32,,20
110,273.8,,110
0,273.47,,0
0,273.17,,0
180,272.65,,180
0,272.63,,0
0,272.55,,0
90,271.5,,90
90,272.14,,90
120,271.55,,120
110,271.49,,110
90,271.83,,90
100,271.93,,100
120,271.89,,120
90,272.64,,90
140,274.02,,140
140,275.03,,140
0,276,,0
190,276.57,,190
0,277.16,,0
0,275.99,,0
30,275.31,,30
30,275.18,,30
0,275.01,,0
0,275.17,,0
350,275.15,,350
70,275.29,,70
64,274.923,,64
38,274.1673333,,38
43,273.9946667,,43
8,275.3825,,8
0,275.73,,0
60,275.91,,60
30,276.06,,30
0,276.21,,0
0,276.32,,0
0,275.99,,0
90,276.08,,90
50,276.14,,50
0,276.79,,0
40,276.96,,40
0,277.45,,0
0,277.93,,0
20,278.04,,20
0,277.88,,0
0,277.76,,0
0,277.59,,0
60,277.59,,60
40,277.94,,40
60,277.5,,60
0,277.34,,0
310,277.48,,310
320,277,,320
0,276.89,,0
0,277.22,,0
0,277.11,,0
0,277.17,,0
40,277.37,,40
0,277.22,,0
0,277.42,,0
50,277.09,,50
60,277.17,,60
50,277.13,,50
90,277.55,,90
80,277.69,,80
80,277.92,,80
70,278.35,,70
70,278.81,,70
120,278.66,,120
110,277.88,,110
90,277.74,,90
110,277.6,,110
100,278.22,,100
40,278.06,,40
50,277.84,,50
40,277.44,,40
80,277.67,,80
70,277.51,,70
80,277.25,,80
80,277.34,,80
70,277.99,,70
80,277.75,,80
20,277.79,,20
60,278.38,,60
0,278.19,,0
70,277.78,,70
70,278.3,,70
0,278.33,,0
80,278.35,,80
70,278.18,,70
70,277.97,,70
70,278.01,,70
60,277.87,,60
60,277.83,,60
70,277.74,,70
60,277.29,,60
70,277.38,,70
70,277.3,,70
70,276.99,,70
80,277.18,,80
80,276.77,,80
80,276.57,,80
80,276.45,,80
80,276.4,,80
80,276.31,,80
70,276.12,,70
80,275.94,,80
80,275.83,,80
70,275.69,,70
70,275.83,,70
70,276.41,,70
60,276.76,,60
0,277.07,,0
42,276.4735,,42
0,278.0033333,,0
0,278.47,,0
0,278.26,,0
0,278.25,,0
270,278.16,,270
0,278.16,,0
60,277.86,,60
20,277.7,,20
40,277.46,,40
20,276.75,,20
10,277.25,,10
20,276.69,,20
45,276.59,,45
70,276.49,,70
10,276.67,,10
20,276.665,,20
30,276.66,,30
80,276.62,,80
150,276.44,,150
90,276.79,,90
60,276.86,,60
70,276.76,,70
80,276.85,,80
110,276.85,,110
180,276.42,,180
100,275.92,,100
70,275.88,,70
80,275.79,,80
70,276.41,,70
139,276.68,,139
140,276.05275,,140
136,274.8316667,,136
140,274.5013333,,140
241,276.036,,241
212,275.084,,212
281,275.997,,281
350,276.91,,350
200,279.85,,200
129,276.8135,,129
144,277.5488,,144
59,273.8836667,,59
60,273.9903333,,60
47,273.714,,47
53,273.9483333,,53
45,273.7996667,,45
80,277.49,,80
144,274.1873333,,144
251,274.7236667,,251
212,275.1504,,212
344,275.705,,344
330,276.15,,330
340,275.15,,340
0,276.83,,0
0,276.83,,0
0,276.83,,0
173,273.66,,173
0,275.81,,0
80,275.25,,80
100,274.91,,100
70,275.81,,70
10,274.15,,10
0,275.15,,0
0,274.83,,0
360,274.99,,360
0,274.15,,0
0,274.98,,0
350,273.99,,350
10,274.15,,10
320,273.15,,320
325,274.15,,325
330,275.15,,330
280,276.12,,280
320,276.21,,320
320,275.98,,320
320,275.75,,320
340,273.15,,340
340,272.15,,340
310,272.15,,310
0,272.99,,0
20,272.15,,20
10,271.99,,10
10,271.98,,10
360,271.81,,360
360,270.67,,360
0,270.83,,0
10,270.67,,10
360,270.81,,360
10,270.42,,10
360,269.81,,360
360,269.65,,360
10,269.67,,10
10,269.67,,10
0,270.52,,0
340,269.15,,340
330,271.15,,330
20,273.28,,20
340,273.75,,340
310,274.21,,310
310,271.15,,310
330,273.28,,330
0,272.67,,0
0,271.67,,0
0,271.67,,0
0,271.48,,0
360,271.78,,360
10,271.15,,10
350,267.15,,350
350,266.15,,350
360,266.15,,360
350,266.15,,350
360,266.15,,360
20,266.15,,20
20,265.15,,20
53,273.2,,53
31,268.675,,31
10,264.15,,10
0,264.15,,0
35,265.55,,35
70,266.95,,70
330,270.15,,330
325,271.15,,325
320,272.15,,320
280,272.75,,280
310,270.95,,310
340,269.15,,340
10,270.52,,10
20,267.15,,20
350,267.15,,350
10,266.15,,10
10,274.77,,10
100,268.19,,100
20,265.15,,20
10,265.15,,10
40,264.15,,40
10,264.15,,10
360,264.15,,360
340,265.15,,340
100,268.15,,100
100,266.49,,100
0,266.15,,0
63,272.17,,63
0,266.75,,0
0,267.75,,0
0,269.15,,0
0,272.95,,0
0,273,,0
0,272.9,,0
0,272.69,,0
0,272.6,,0
0,272.19,,0
90,273.59,,90
90,273.55,,90
0,272.79,,0
100,274.2,,100
100,274.2,,100
0,272.86,,0
0,273.09,,0
0,273.09,,0
0,273.09,,0
0,273.09,,0
0,273.05,,0
0,272.22,,0
0,272.195,,0
0,272.17,,0
0,272.8,,0
0,272.875,,0
0,272.95,,0
0,273.17,,0
0,273.55,,0
90,273.87,,90
110,273.74,,110
0,273.64,,0
100,273.6,,100
110,273.66,,110
0,273.55,,0
0,273.55,,0
0,273.7,,0
0,273.7,,0
0,273.7,,0
0,273.7,,0
0,273.7,,0
0,273.7,,0
0,273.64,,0
0,273.6,,0
0,273.54,,0
0,273.71,,0
0,273.76,,0
0,273.76,,0
110,273.72,,110
0,274.5,,0
0,275.07,,0
0,275.55,,0
0,276.12,,0
0,276.06,,0
0,275.9,,0
0,275.65,,0
0,275.71,,0
10,275.61,,10
0,275.07,,0
0,274.82,,0
173,271.909,,173
156,276.92,,156
112,275.62,,112
112,275.62,,112
112,275.62,,112
112,275.62,,112
112,275.62,,112
112,275.62,,112
0,274.26,,0
0,274.35,,0
0,274.23,,0
0,274.55,,0
0,274.56,,0
0,275.07,,0
0,275.31,,0
0,275.59,,0
0,276.11,,0
0,275.97,,0
0,275.72,,0
0,275.3,,0
0,274.65,,0
0,273.9,,0
20,273.65,,20
10,273.35,,10
0,273.07,,0
0,272.83,,0
0,272.47,,0
0,272.51,,0
100,271.11,,100
0,272.08,,0
0,272.29,,0
0,271.58,,0
0,271.59,,0
0,271.69,,0
0,271.58,,0
0,272.09,,0
0,272.81,,0
0,274.525,,0
0,276.24,,0
200,276.84,,200
0,277.29,,0
0,277.34,,0
0,277.27,,0
0,276.53,,0
0,275.83,,0
0,275.02,,0
0,274.41,,0
0,273.91,,0
0,273.51,,0
0,273.33,,0
0,272.95,,0
0,273.42,,0
70,272.07,,70
0,272.57,,0
10,273.27,,10
0,272.51,,0
0,272.77,,0
0,273.17,,0
0,273.54,,0
0,274.28,,0
0,274.73,,0
0,275.9,,0
0,276.35,,0
0,277.09,,0
0,277.73,,0
200,277.65,,200
0,277.3,,0
0,276.485,,0
0,275.67,,0
0,275.25,,0
0,275.08,,0
0,274.91,,0
0,274.31,,0
0,274.045,,0
0,273.78,,0
0,273.28,,0
0,273.19,,0
0,273.1,,0
0,272.91,,0
0,272.87,,0
0,272.83,,0
100,272.15,,100
50,272.88,,50
0,273.61,,0
22,273.2725,,22
56,280.45,,56
267,279.39,,267
267,279.39,,267
283,278.47,,283
300,277.55,,300
0,277.62,,0
0,277.16,,0
0,276.77,,0
0,276.24,,0
0,276.14,,0
0,276.16,,0
0,275.35,,0
0,274.795,,0
0,274.24,,0
0,274.1,,0
0,273.685,,0
0,273.27,,0
0,273.41,,0
0,273.44,,0
0,273.96,,0
0,273.31,,0
0,273.31,,0
0,273.31,,0
0,273.76,,0
0,274.74,,0
0,275.72,,0
0,276.28,,0
0,276.71,,0
0,277.02,,0
0,276.33,,0
150,276.015,,150
300,275.7,,300
0,275.12,,0
0,275.01,,0
0,274.9,,0
300,274.82,,300
196,275.74,,196
92,276.66,,92
92,276.66,,92
89,276.755,,89
86,276.85,,86
86,276.85,,86
43,274.82,,43
0,272.79,,0
0,272.69,,0
0,272.415,,0
0,272.14,,0
0,272.2,,0
0,272.84,,0
0,274.11,,0
180,274.3,,180
0,274.92,,0
0,274.57,,0
0,274.77,,0
160,274.405,,160
320,274.04,,320
0,273.32,,0
0,273.115,,0
0,272.91,,0
139,273.22,,139
103,274.325,,103
68,275.43,,68
68,275.43,,68
75,275.82,,75
75,275.82,,75
75,275.82,,75
0,272.03,,0
0,271.81,,0
0,271.86,,0
0,271.57,,0
0,271.65,,0
0,272.47,,0
0,273.27,,0
0,274.01,,0
240,274.9,,240
220,276.07,,220
230,276.34,,230
0,276.2,,0
0,275.59,,0
0,275.27,,0
110,275.29,,110
55,275.32,,55
0,275.35,,0
0,275.36,,0
0,275.405,,0
0,275.45,,0
20,275.56,,20
25,275.695,,25
30,275.83,,30
20,275.71,,20
155,275.875,,155
290,276.04,,290
360,275.87,,360
280,276.06,,280
200,276.25,,200
90,276.61,,90
90,276.815,,90
90,277.02,,90
60,277.73,,60
70,277.755,,70
80,277.78,,80
70,277.72,,70
45,277.685,,45
20,277.65,,20
20,277.7,,20
35,277.765,,35
50,277.83,,50
0,277.47,,0
25,277.44,,25
50,277.41,,50
0,277.11,,0
0,277.105,,0
0,277.1,,0
20,277.17,,20
60,277.195,,60
100,277.22,,100
90,277.16,,90
85,276.98,,85
80,276.8,,80
90,277.39,,90
85,277.885,,85
80,278.38,,80
115,278.84,,115
92,278.855,,92
70,278.87,,70
200,278.68,,200
145,278.135,,145
90,277.59,,90
80,277.21,,80
80,277.065,,80
80,276.92,,80
70,276.92,,70
70,277.05,,70
70,277.18,,70
70,277.27,,70
65,277.3,,65
60,277.33,,60
70,277.42,,70
70,277.58,,70
70,277.74,,70
80,277.45,,80
75,277.35,,75
70,277.25,,70
94,276.7425,,94
90,278.59,,90
111,275.992,,111
104,275.749,,104
104,275.7695,,104
95,275.4386667,,95
92,275.3713333,,92
52,275.154,,52
63,275.1366667,,63
35,274.9693333,,35
208,274.84,,208
114,274.66,,114
220,274.518,,220
62,277.373,,62
80,278.23,,80
80,278.17,,80
80,278.0633333,,80
111,276.1075,,111
80,277.85,,80
80,277.985,,80
80,278.12,,80
80,277.87,,80
80,277.695,,80
80,277.52,,80
80,277.47,,80
70,277.53,,70
60,277.59,,60
100,277.99,,100
50,277.945,,50
0,277.9,,0
0,277.79,,0
0,277.5,,0
0,277.21,,0
0,277.09,,0
0,276.945,,0
0,276.8,,0
90,276.64,,90
0,276.53,,0
0,276.7,,0
0,276.55,,0
0,276.68,,0
128,275.6555,,128
0,276.72,,0
60,276.51,,60
144,275.2835,,144
30,276.5,,30
0,276.39,,0
15,276.56,,15
30,276.73,,30
90,277.22,,90
70,277.455,,70
50,277.69,,50
46,277.6566667,,46
146,277.0225,,146
40,277.59,,40
26,277.3866667,,26
121,276.6595,,121
0,276.98,,0
22,276.9525,,22
192,276.1693333,,192
141,276.5196667,,141
90,276.87,,90
148,276.466,,148
207,276.062,,207
216,275.6535,,216
291,275.251,,291
316,274.844,,316
305,274.5745,,305
343,274.1216667,,343
343,273.8063333,,343
199,274.563,,199
248,273.8903333,,248
152,274.2896667,,152
241,275.3775,,241
83,275.5473333,,83
111,276.4056667,,111
126,275.7575,,126
157,277.118,,157
177,276.972,,177
107,276.785,,107
156,276.6526667,,156
116,276.4793333,,116
113,276.4125,,113
61,276.2036667,,61
46,276.1013333,,46
244,277.3065,,244
300,277.64,,300
300,277.35,,300
270,277.32,,270
22,276.604,,22
30,277.33,,30
30,277.26,,30
20,277.05,,20
50,277.41,,50
10,277.34,,10
20,277.39,,20
0,277.58,,0
250,277.95,,250
0,278.15,,0
0,278.34,,0
0,278.59,,0
90,278.25,,90
0,278.29,,0
110,278.35,,110
30,278.12,,30
40,278.19,,40
0,278.06,,0
10,278.12,,10
40,278.01,,40
10,277.98,,10
0,277.98,,0
0,278.01,,0
